ID,Text,Translate
TUR_battleIcon_01(0),Status Icons,
TUR_battleIcon_02(0),The digit beside the icon shows the number of turns the effect lasts.,
TUR_battleIcon_03(0),Poison\nSuffer damage after performing an action,
TUR_battleIcon_04(0),Silence\nUnable to use skills,
TUR_battleIcon_05(0),Confusion\nActions decided at random until hit by an attack,
TUR_battleIcon_06(0),Blindness\nAccuracy of physical attacks decreased,
TUR_battleIcon_07(0),Sleep\nCannot perform any actions until hit by an attack,
TUR_battleIcon_08(0),Terror\nUnable to boost,
TUR_battleIcon_09(0),Unconsciousness\nUnable to perform any actions,
TUR_battleIcon(11),Physical Attack Increased/Decreased,
TUR_battleIcon(12),Physical Defense Increased/Decreased,
TUR_battleIcon(13),Elemental Attack Increased/Decreased,
TUR_battleIcon(14),Elemental Defense Increased/Decreased,
TUR_battleIcon(15),Accuracy Increased/Decreased,
TUR_battleIcon(16),Critical Increased/Decreased,
TUR_battleIcon(17),Speed Increased/Decreased,
TUR_battleIcon(18),Evasion Increased/Decreased,
TUR_battleIcon(19),Increased/Decreased,
TUR_supportAbility_01(0),Learning Support Skills,
TUR_supportAbility_02(0),You can now equip support skills from the Skills menu!,
TUR_supportAbility_03(0),"Select ""Skills,"" then ""Equip Support Skills.""",
TUR_supportAbility_04(0),Here you can choose which support skills you want to use!,
TUR_supportAbility_05(0),Why don't you give it a try?,
TUR_jobChange_01(0),Secondary Jobs,
TUR_jobChange_02(0),You can now equip secondary jobs from the main menu!,
TUR_jobChange_03(0),"Simply select ""Jobs"" on the main menu...",
TUR_jobChange_04(0),...and you can equip a secondary job!,
TUR_jobChange_05(0),Why don't you give it a try?,
TUR_local_01(0),This game is available in multiple languages!,
TUR_local_02(0),You can play in another language by changing the setting on your Nintendo Switch™.,
TUR_local_03(0),"Select ""System Settings""...",
TUR_local_04(0),"Then choose ""System""...",
TUR_local_05(0),And choose the language you want to play the game in!,
TUR_local_06(0),Switch between English or Japanese voices at any time from the settings menu!,
TUR_radar_hiddenItem(0),Hidden item,
TUR_tips01_01(0),Tips for the Traveler: Part I,
TUR_tips01_02(0),Attack Strength,
TUR_tips01_03(0),"The damage you deal with standard attacks is, quite simply, based upon the physical attack value of your equipped weapon.",
TUR_tips01_04(0),Physical Ability Strength,
TUR_tips01_05(0),Damage dealt by abilities that specify weapon type is based upon the physical attack value of that weapon.,
TUR_tips01_06(0),Elemental Ability Strength,
TUR_tips01_07(0),Damage dealt by elemental abilities is based upon the highest elemental attack value of all that character's equipped weapons.,
TUR_tips01_08(0),Healing Ability Potency,
TUR_tips01_09(0),The potency of healing abilities is based on the user's elemental defense attribute.,
TUR_tips02_01(0),Tips for the Traveler: Part II,
TUR_tips02_02(0),H'aanit's Capture Rate,
TUR_tips02_03(0),"Capture success rate will increase when an enemy's HP is lowered, its weaknesses are exposed, and/or when it has been broken.\nNote, however, that there are certain rare enemies whose capture rates will remain low, or those that cannot be captured at all.",
TUR_tips02_04(0),Autosave Timing,
TUR_tips02_05(0),Your game will automatically be saved upon moving from one area to another. (This excludes fast travel and certain special circumstances.),
eEQPMENU_CAPTION_PART(0),Category,
eEQPMENU_CAPTION_ITEM(0),Item,
eEQPMENU_PART_SWORD(0),Swords,
eEQPMENU_PART_LANCE(0),Polearms,
eEQPMENU_PART_AXE(0),Axes,
eEQPMENU_PART_DAGGER(0),Daggers,
eEQPMENU_PART_BOW(0),Bows,
eEQPMENU_PART_ROD(0),Staves,
eEQPMENU_PART_SHIELD(0),Shields,
eEQPMENU_PART_HEAD(0),Head,
eEQPMENU_PART_BODY(0),Body,
eEQPMENU_PART_ACCESSORY(0),Accessories,
eEQPMENU_RECOMMENDED(0),Optimize,
eEQPMENU_REMOVE_ALL(0),Unequip All,
eEQPMENU_CONFIRM_RECOM(0),Optimize your equipment?,
eEQPMENU_CONFIRM_REMOVE(0),Unequip all weapons and armor?,
eEQPMENU_CAPTION_EQUIPPED(0),Equipped,
eOPTMENU_TITLE(0),Settings,
eOPTMENU_VOICE_LANG(0),Voices,
eOPTMENU_TEXT_SPEED(0),Message Speed,
eOPTMENU_VOLUME_SETTING(0),Volume,
eOPTMENU_VOLUME_VOICE(0),Voice,
eOPTMENU_VOLUME_BGM(0),Music,
eOPTMENU_VOLUME_SE(0),Sound Effects,
eOPTMENU_VOLUME_SE_ENV(0),Ambient Sounds,
eOPTMENU_VIBLATION(0),Vibration,
eOPTMENU_SAVE_CURSOR_IN_BTL(0),Remember Battle Cursor Position,
eOPTMENU_DARKNESS_CORNER(0),Corner Shadows,
eOPTMENU_BRIGHTNESS_SCREEN(0),Screen Brightness,
eOPTMENU_BRIGHTNESS(0),Brightness,
eOPTMENU_BRIGHTNESS_MESSAGE(0),Please adjust the brightness so that the mark at the left is visible.,
eOPTMENU_RESET_TO_DEFAULT(0),Restore Default Settings,
eOPTMENU_VOICE_JP(0),Japanese,
eOPTMENU_VOICE_EN(0),English,
eOPTMENU_YES(1),Enable,
eOPTMENU_NO(1),Disable,
eOPTMENU_TEXT_SPD_NORMAL(0),Default,
eOPTMENU_TEXT_SPD_FAST(0),Quick,
eOPTMENU_DARKNESS_NORMAL(0),Enable,
eOPTMENU_DARKNESS_WEAK(0),Disable,
eOPTMENU_FOOTER_MESSAGE(0),Select a category.,
eOPTMENU_SAVING_OPTIONS(0),Saving settings...,
eOPTMENU_BTL_CURSOR_INITIAL(0),Revert to original,
eOPTMENU_BTL_CURSOR_MEMORY(0),Remember,
eBAR_MENU_STORYSELECT_HEADER(0),Continue a Tale,
eBAR_MENU_STORYSELECT_HEADER_BAR(0),Adventures in {0},
eBAR_MENU_STORYSELECT_FOOTER(0),Select an entry.,
eBAR_MENU_STORYSELECT_ITEM_CAPTER(0),Chapter {0},
eBAR_MENU_STORYSELECT_NOTSTART(0),A Tale for Another Day,
eBAR_MENU_STORYSELECT_NOTSTART_DETAIL(0),Enter town without continuing the story. (You can pick up the story at a later time by visiting the local tavern and speaking to the tavern keeper.),
eBAR_MENU_STORYSELECT_INPROGRESS(0),In progress,
eBAR_MENU_STORYSELECT_INTERRUPTION(0),Interrupted,
eBAR_MENU_STORYSELECT_CLEARED(0),Complete,
eBAR_MENU_STORYSELECT_CONFIRM(0),"{0}'s Path, Chapter {1}\n\nContinue the tale?",
eBAR_MENU_STORYSELECT_NOINCLUD(0),"To begin the chapter, please add {0} to your party.",
eBAR_MENU_STORYSELECT_HIDETITLE(0),???,
eBAR_MENU_STORYSELECT_INTERRUPT_CONFIRM(0),"{0}'s Path, Chapter {1}\n\nInterrupt the tale?\n(You may resume it at any time by visiting the tavern.)",
eBAR_MENU_STORYSELECT_RESTART(0),Resume Chapter {1} of {0}'s tale?,
eBAR_MENU_STORYSELECT_RESTART_NOINCLUD(0),"To resume the tale, please add {0} to your party.",
eBAR_MENU_STORYSELECT_OTHERPROGRESS(0),Another tale is currently in progress.,
eBAR_MENU_STORYSELECT_RESTART_FAILED(0),"To continue an interrupted tale, head for the local tavern and speak with the tavern keeper.",
eBAR_MENU_STORYSELECT_CANNOTSTART(0),"This character is not in your party, or you have not completed a previous chapter of their tale.",
eBAR_MENU_STORYSELECT_STORYCLEARED(0),You have already completed this chapter.,
eBAR_MENU_IMPROVE_RELATION_TITLE(0),Mend Relations in {0},
eBAR_MENU_IMPROVE_RELATION_TEXT(0),"For ⑳{0}, the tavern keeper will spread good rumors about you in town.\n\nPay the price?",
eBAR_MENU_RELATION_NORMAL(0),Your reputation here is unblemished.,
eBAR_MENU_CONFIRM_REMOVE_MS_MEMBER(0),{0} has a tale in progress.\nAre you sure you wish to remove\nthis character from your party?\n\n(You can continue an interrupted tale at any time by visiting the local tavern.),
eBAR_MENU_CONFIRM_REMOVE_MS_MEMBERS(0),These characters have tales in progress.\nAre you sure you wish to remove\nthem from your party?\n\n(You can continue an interrupted tale at any time by visiting the local tavern.),
eBAR_MENU_EXBAR_TOP_TITLE(0),Party Formation,
eDIALOG_COMPLETE(0),Confirm,
eSPLITPARTY_CAPTION_01(0),Primary Party,
eSPLITPARTY_CAPTION_02(0),Secondary Party,
eSPLITPARTY_DIALOG(0),Commence the final confrontation?,
eSPLITPARTY_HEADER(0),Party Formation,
eSPLITPARTY_FOOTER(0),Divide your heroes into two parties of four.,
eSPLITPARTY_CANCELDIALOG(0),Return to previous screen?,
STORY_SELECT_RUD_01(0),"Your name is Olberic, and you are a swordsman in the small village of Cobbleston.",
STORY_SELECT_RUD_02(0),"You arrive at Victors Hollow. Among the voices discussing the upcoming tournament, you overhear the name ""Gustav""...",
STORY_SELECT_RUD_03(0),"After learning what you can from Gustav, you head to Wellspring. Erhardt should be here somewhere...",
STORY_SELECT_RUD_04(0),"You make your way to Riverford where you hope to find the mercenary Werner, the man behind the fall of Hornburg.",
STORY_SELECT_SHA_01(0),"Your name is Primrose, and you are a dancer in the town of Sunshade.",
STORY_SELECT_SHA_02(0),"The trail of the Left-hand Man leads you to Stillsnow. Hoping to find clues on his whereabouts, you take a walk through town...",
STORY_SELECT_SHA_03(0),"Heeding the words of the dying crow, you have come home to Noblecourt, where you hope to find the truth that has eluded you for so long...",
STORY_SELECT_SHA_04(0),"You have come to Everhold in pursuit of Simeon, who revealed himself as the ringleader of the crows. Here, you soon find that the stage has already been set...",
STORY_SELECT_THE_01(0),"Your name is Cyrus, and you are a scholar at the Royal Academy in Atlasdam.",
STORY_SELECT_THE_02(0),"Hoping to solve the mysteries behind a certain ancient tome, you head to Quarrycrest. Here, you seek out Odette, a former colleague who may be able to shed some light on the matter.",
STORY_SELECT_THE_03(0),You make your way to Stonegard after learning that the original copy of the tome you seek might be there. But you can't help but feel that someone's been watching you...,
STORY_SELECT_THE_04(0),"Still in pursuit of the forbidden tome, you journey to Duskbarrow and ever closer to the truth...",
STORY_SELECT_MAR_01(0),"Your name is H'aanit, and you are a hunter living in S'warkii with your loyal snow leopard Linde.",
STORY_SELECT_MAR_02(0),"You travel to Stonegard, where your master, Z'aanta, was headed when he penned his first and only letter. And so your search begins...",
STORY_SELECT_MAR_03(0),"In hopes of undoing your master's petrification, you head to Stillsnow to meet the seer Susanna.",
STORY_SELECT_MAR_04(0),"You arrive in Marsalim. With an idea of Redeye's whereabouts and a means to avoid petrification, you prepare to face the beast...",
STORY_SELECT_ULR_01(0),"Your name is Ophilia, and you are a cleric at the cathedral in Flamesgrace.",
STORY_SELECT_ULR_02(0),"The first stop on your pilgrimage is the town of Saintsbridge, where a memorable meeting awaits you...",
STORY_SELECT_ULR_03(0),"From Saintsbridge, you head to Goldshore to perform the Kindling once more. There, you encounter a familiar face...",
STORY_SELECT_ULR_04(0),"You follow Lianna and the ember to the town of Wispermill, where the Savior awaits...",
STORY_SELECT_ALI_01(0),Your name is Tressa and you are a merchant in the small port town of Rippletide.,
STORY_SELECT_ALI_02(0),"Following in the footsteps of the nameless author, you find yourself in a Quarrycrest very different than the one he described. Your search for business begins here...",
STORY_SELECT_ALI_03(0),"After learning of the Merchants' Fair, you head to Victors Hollow to find an item worthy of the auction. Eventually, you make your way to one of the shops...",
STORY_SELECT_ALI_04(0),"You arrive in Grandport, which is abuzz with excitement over the auction. It is there you finally realize what your true treasure is...",
STORY_SELECT_GIL_01(0),"Your name is Therion, and you are a thief who drifted into Bolderfall.",
STORY_SELECT_GIL_02(0),"Arriving at Noblecourt in search of the ruby dragonstone, you quickly overhear a rumor that a scholar in town is using the stone to conduct some questionable research...",
STORY_SELECT_GIL_03(0),Your search for the emerald stone brings you to Wellspring. You decide to sneak into the black market to see if the treasure you seek lies within...,
STORY_SELECT_GIL_04(0),"You arrive in Northreach, a town under Darius's control. Still, you are determined to retrieve the emerald and gold dragonstones.",
STORY_SELECT_BAL_01(0),"Your name is Alfyn, and you are an apothecary in the small town of Clearbrook.",
STORY_SELECT_BAL_02(0),"Your travels have brought you to Goldshore, where a fever is running rampant. You roll up your sleeves and begin to get to work...",
STORY_SELECT_BAL_03(0),You arrive in Saintsbridge to see a man and an apothecary speaking. Whether this meeting augurs good fortune or ill remains to be seen...,
STORY_SELECT_BAL_04(0),"Your journey as an apothecary has carried you to Orewell. Your confidence shaken, you pray that this is where you will find the answers you seek...",
RESULT_TITLE(0),Victory!,
RESULT_GET_ITEM(0),Items Obtained,
RESULT_BONUS_BREAK(0),Break,
RESULT_BONUS_1TURNKILL(0),Domination,
RESULT_BONUS_NODAMAGE(0),Untouched,
RESULT_BONUS(0),Bonus,
eGAMEOVER_TEXT_EMPHASIS_01(0),G,
eGAMEOVER_TEXT_NORMAL_01(0),Game Over,
eGAMEOVER_TEXT_EMPHASIS_02(0),O,
eGAMEOVER_TEXT_NORMAL_02(0),ver,
eGAMEOVER_SELECT_SAVE(0),Resume from last save point,
eGAMEOVER_SELECT_TITLE(0),Return to title,
eSAVELOAD_HELP_SAVE(0),Select a slot to save your game.,
eSAVELOAD_HELP_LOAD(0),Select a saved game to load.,
eSAVELOAD_SAVE_MSG(2),Save your game in this slot?,
eSAVELOAD_SAVE_MSG(3),Overwrite existing saved game?,
eSAVELOAD_SAVE_MSG(4),Now saving...\nPlease do not power off\nyour Nintendo Switch™.,
eSAVELOAD_SAVE_MSG(5),Save successful.,
eSAVELOAD_LOAD_MSG(2),Load this saved game?,
eSAVELOAD_NO_DATA(0),Empty,
eSAVELOAD_DATE_FORMAT(0),{1}/{2}/{0},
eSAVELOAD_AUTOSAVING(0),Autosaving...,
eSAVELOAD_AUTOSAVE_SLOT(0),Autosave,
eSAVELOAD_ITEM_LOAD_FROM_TRIAL(0),Continue from demo version saved game.,
eSAVELOAD_TITLE_LOAD_FROM_TRIAL(0),Load demo version saved game.,
eSAVELOAD_CONFIRM_LOAD_FROM_TRIAL(0),Resume from demo version save data?,
eSHOP_CONTENT_00(0),Buy,
eSHOP_CONTENT_01(0),Sell,
eSHOP_CONTENT_02(0),Rest,
eSHOP_CONTENT_03(0),Equipment,
eSHOP_CONTENT_04(0),Exit,
eSHOP_CONTENT_05(0),Exit,
eSHOP_CONTENT_06(0),Change Party,
eSHOP_CONTENT_07(0),Hear a Tale,
eSHOP_CONTENT_08(0),Restore Reputation,
eSHOP_CONTENT_09(0),Travel On,
eSHOP_CONFIRM_BUY(0),Make the purchase?,
eSHOP_CONFIRM_SELL(0),Are you sure you want to sell this?,
eSHOP_CONFIRM_INN(0),Stay the night?,
eSHOP_BUY_NUMBER(0),Quantity:,
eSHOP_BUY_TOTAL_PRICE(0),Total Cost:,
eSHOP_SELL_NUMBER(0),Quantity:,
eSHOP_SELL_TOTAL_PRICE(0),Total Value:,
eSHOP_INN_TOTAL_PRICE(0),A room will cost you ⑳{0}.,
eSHOP_INN_SHORT_OF_MONEY(0),You don't have enough money.,
eSHOP_NUM_UNIT_PERCENT(0),%,
eSHOP_CATEGORY_ALL(0),All Wares,
eSHOP_CATEGORY_SELL_BACKPACK(0),All Possessions,
eSHOP_CATEGORY_ITEM(0),Items,
eSHOP_CATEGORY_WEAPON(0),Weapons,
eSHOP_CATEGORY_SHIELD(0),Shields,
eSHOP_CATEGORY_ARMOR(0),Body Armor,
eSHOP_CATEGORY_HELMET(0),Headgear,
eSHOP_CATEGORY_ACCESSORY(0),Accessories,
eSHOP_CATEGORY_MATERIAL(0),Materials,
eSHOP_FOOTERHELP_TOP(0),Select a category.,
eSHOP_BAG_MAX(0),You cannot carry more of this item.,
eSHOP_DONT_SELL(0),That item is currently equipped.,
eSHOP_EQUIP_AFTER_BUY_MSG(0),Equip the {0} immediately?,
eSHOP_EQUIP_AFTER_BUY_NUM(0),On Hand,
eSHOP_EQUIP_AFTER_BUY_GUIDE(0),Select a character to equip the item.,
eSHOP_NAME_TEMP_00(0),Armorer,
eSHOP_NAME_TEMP_01(0),Provisioner,
eSHOP_NAME_TEMP_02(0),General Store,
eSHOP_NAME_TEMP_03(0),Inn,
eSHOP_NAME_TEMP_04(0),Tavern,
eFC_NAME_PURCHASE(0),Purchase,
eFC_NAME_STEAL(0),Steal,
eFC_NAME_BATTLE(0),Challenge,
eFC_NAME_MONSTER(0),Provoke,
eFC_NAME_BLESSING(0),Guide,
eFC_NAME_LURE(0),Allure,
eFC_NAME_EXAMINATION(0),Inquire,
eFC_NAME_SEARCH(0),Scrutinize,
eFC_NAME_RELEASE(0),Part Ways,
eFC_NAME_STATUS(0),Examine,
eFC_PURCHASE_UI_LISTTITLE(0),{0}'s Possessions,
eFC_PURCHASE_UI_NAME(0),Item,
eFC_PURCHASE_UI_PRICE(0),Price,
eFC_PURCHASE_UI_HAVEITEM(0),On Hand,
eFC_PURCHASE_UI_NOTFORSALE(0),Not for Sale,
eFC_PURCHASE_UI_CONFIRM(0),Price: ⑳{0}\nPurchase this item?,
eFC_PURCHAES_UI_DISCOUNT_CAPTION(0),Deal successful!,
eFC_PURCHAES_UI_DISCOUNT_DETAIL(0),Haggling successful!\nDiscount: ⑳{0},
eFC_PURCHASE_HEADER(0),Tressa: Purchase,
eFC_PURCHASE_FOOTER(0),Select an item to purchase.,
eFC_STEAL_UI_RATE(0),Success Rate,
eFC_STEAL_UI_CONFIRM(0),Chance of success: {0}%\nAttempt to steal?\n\n(Your reputation in town will suffer if you fail.),
eFC_STEAL_UI_CONFIRM_NO_CAUTION(0),Chance of success: {0}%\n\nAttempt to steal?,
eFC_STEAL_HEADER(0),Therion: Steal,
eFC_STEAL_FOOTER(0),Select an item to steal.,
eFC_BATTLE_HEADER(0),Olberic: Challenge,
eFC_BATTLE_FOOTER(0),,
eFC_BATTLE_UI_CONFIRM(0),Challenge this person to a duel?,
eFC_BATTLE_DIALOG_RANK(0),Strength,
eFC_BATTLE_DIALOG_ABILITY(0),Skills,
eFC_BATTLE_FAILED_DIALOG(0),You must be level {0} or higher to Challenge this person.,
eFC_MONSTER_HEADER(0),H'aanit: Provoke,
eFC_MONSTER_FOOTER(0),,
eFC_MONSTER_RELEASE_HEADER(0),H'aanit: Provoke,
eFC_MONSTER_RELEASE_FOOTER(0),Select a monster to release.,
eFC_MONSTER_CHECK_HEADER(0),H'aanit: Monster Roster,
eFC_MONSTER_CHECK_FOOTER(0),Select a captured monster to view its abilities.,
eFC_MONSTER_DIALOG_COUNT(0),Summons,
eFC_MONSTER_UI_CHECK(0),Close this window?,
eFC_MONSTER_UI_RELEASE(0),Release this monster?,
eFC_MONSTER_UI_CONFIRM(0),Provoke this individual?\n\n(Your reputation in town will suffer if you fail.),
eFC_MONSTER_UI_CONFIRM_NO_CAUTION(0),Provoke this individual?,
eFC_MONSTER_UI_LISTTITLE(0),View Monsters,
eFC_MONSTER_UI_CHANGELISTTITLE(0),Swap Monsters,
eFC_MONSTER_UI_NAME(0),Name,
eFC_MONSTER_UI_COUNT(0),Times Summonable,
eFC_MONSTER_UI_RANK(0),Strength,
eFC_MONSTER_UI_NONCOUNT(0),--,
eFC_MONSTER_UI_NONRANK(0),---,
eFC_LEAD_HEADER(0),Ophilia: Guide,
eFC_LEAD_FOOTER(0),,
eFC_LEAD_RELEASE_HEADER(0),Ophilia: Guide,
eFC_LEAD_RELEASE_FOOTER(0),,
eFC_LEAD_UI_CONFIRM(0),Guide this individual?,
eFC_LEAD_UI_RELEASE(0),Part ways with your companion?,
eFC_LEAD_UI_ALREADY(0),You can only guide one person at a time.\n\nPart ways with the person currently with you?,
eFC_LURE_FAILED_DIALOG(0),You must be level {0} or higher to Guide this person.,
eFC_LEAD_SUPPORT_LIMIT(0),Summonable,
eFC_LEAD_SUPPORT_LIMIT_FORMAT(0),{0} time(s),
eFC_LURE_HEADER(0),Primrose: Allure,
eFC_LURE_FOOTER(0),,
eFC_LURE_RELEASE_HEADER(0),Primrose: Allure,
eFC_LURE_RELEASE_FOOTER(0),,
eFC_LURE_UI_CONFIRM(0),Chance of success: {0}%\nAttempt to allure this individual?\n\n(Your reputation in town will suffer if you fail.),
eFC_LURE_UI_CONFIRM_NO_CAUTION(0),Chance of success: {0}%\n\nAttempt to allure this individual?,
eFC_LURE_UI_RELEASE(0),Part ways with the person following you?,
eFC_LURE_UI_ALREADY(0),You can only allure one person at a time.\n\nPart ways with the person currently with you?,
eFC_LURE_DIALOG_SUCCESS(0),Chance of success,
eFC_LURE_DIALOG_SUCCESS_FORMAT(0),{0}%,
eFC_HEAR_HEADER(0),Alfyn: Inquire,
eFC_HEAR_FOOTER(0),,
eFC_HEAR_INFO_HEADER(0),{0},
eFC_HEAR_INFO_NAME(0),True Name,
eFC_HEAR_INFO_AGE(0),Age:,
eFC_HEAR_INFO_HISTORY_CAPTION(0),Details,
eFC_HEAR_INFO_INFO_CAPTION(0),Information Gleaned,
eFC_HEAR_INFO_ITEM_NONE(0),None,
eFC_HEAR_HAVE_INFO_FORMAT(0),"<span color=""#888888ff"">{0}</>",
eFC_HEAR_GET_INFO_CAPTION(0),You gleaned new information!,
eFC_HEAR_FAILED_DIALOG(0),You must be level {0} or higher to Inquire something of this person.,
eFC_SEARCH_HEADER(0),Cyrus: Scrutinize,
eFC_SEARCH_FOOTER(0),,
eFC_SEARCH_UI_CONFIRM_CAPTION(0),Scrutinize {0},
eFC_SEARCH_UI_CONFIRM(0),Chance of success: {0}%\nScrutinize?\n\n(Your reputation in town will suffer if you fail.),
eFC_SEARCH_UI_CONFIRM_NO_CAUTION(0),Chance of success: {0}%\n\nScrutinize?,
eINFORMATION_000(0),,
eINFORMATION_001(0),,
eINFORMATION_002(0),,
eINFORMATION_003(0),,
eINFORMATION_004(0),,
eINFORMATION_005(0),,
eINFO_NOTIFI_002(0),,
eINFO_inn(0),Lodgings in town are now cheaper!,
eINFO_shop(0),The town smith and armorer have new wares!,
eINFO_AP(0),A new treasure is available somewhere!,
eINFO_MERCHANT(0),You have a better chance at getting a discount when you Purchase items!,
eINFO_THIEF(0),You will enjoy a greater chance of success when Stealing items!,
eINFO_FENCER(0),You will find the residents of this town more receptive to your Challenges!,
eINFO_HUNTER(0),You will always gain initiative when you Provoke the residents of this town!,
eINFO_PRIEST(0),The residents of this town will be more receptive to your Guidance!,
eINFO_DANCER(0),The townspeople will be more receptive to your attempts to Allure them!,
eINFO_Cyr_1_01(0),Only the headmaster and the guard possess keys to the special archives.,
eINFO_Cyr_1_02(0),"He knows the value of tomes, and is burdened with debt, to boot.",
eINFO_Cyr_1_03(0),"He has a key, yes. Yet he knows little of the true value of the books he guards.",
eINFO_Cyr_1_04(0),"He has a key, this is true, but the dust gathered upon it suggests he has not used it lately.",
eINFO_Cyr_2_01(0),Rumor has it that all of the people who went missing have been seen walking near the inn.,
eINFO_Cyr_2_02(0),The disappearances have been happening both in broad daylight and in the dead of night.,
eINFO_Cyr_2_03(0),It would appear there is an entrance to the sewers behind the inn.,
eINFO_Cyr_3_01(0),He has closed himself off to the world since losing his dear daughter.,
eINFO_Cyr_3_02(0),"Fifteen years ago, he lacked the coin to pay for the medicine his child so desperately needed.",
eINFO_Cyr_3_03(0),He harbors deep regrets having taken on this job for the money.,
eINFO_Cyr_4_01(0),It would appear the twelve gods sealed off the power beyond the edge of the world.,
eINFO_Cyr_4_02(0),The forbidden power of the gods has been likened to a golden fruit.,
eINFO_Cyr_4_03(0),It is filled with arcane knowledge on the secrets of life and death.,
eINFO_TRESA_ABILITY(0),Tressa spotted ⑳{0} left behind by an unfortunate soul.,
EVENT_SKIP(0),Press and hold to skip,
EVENT_ADDMEMBER(0),{0} joined the party.,
DELIVERY_LINE_TEXT(0),{0}\n{1} {2} {3},
DELIVERY_TEXT(0),Give this person what they need?,
DELI_MESSAGE_LINE_TEXT(0),{0}\n{1} {2} {3},
DELI_MESSAGE_TEXT(0),Share what you know?,
ADD_MEMBER_DIALOG(0),Take {0} along?\n(Travel to other areas may be restricted\nuntil you complete certain tasks.),
BREAK_MEMBER_DIALOG(0),Leave {0} behind?,
DELIVERY_OPTION(0),x,
EV_NOTIFICATION(0),Remaining: {0},
eMAP_NAME_MOUNT_TOWN_01(0),Cobbleston,
eMAP_NAME_MOUNT_FIELD_01(0),Mountain Pass,
eMAP_NAME_MOUNT_FIELD_02(0),South Cobbleston Gap,
eMAP_NAME_MOUNT_FIELD_03(0),North Cobbleston Gap,
eMAP_NAME_MOUNT_DUNGEON_01(0),Brigands' Den,
eMAP_NAME_MOUNT_DUNGEON_02(0),Primeval Shrine,
eMAP_NAME_DESERT_TOWN_01(0),Sunshade,
eMAP_NAME_DESERT_FIELD_01(0),Western Sunshade Sands,
eMAP_NAME_DESERT_FIELD_02(0),Eastern Sunshade Sands,
eMAP_NAME_DESERT_DUNGEON_01(0),Sunshade Catacombs,
eMAP_NAME_DESERT_DUNGEON_02(0),Weathered Cave,
eMAP_NAME_T_Snow_L(0),Flamesgrace,
eMAP_NAME_T_Snow_M(0),Northreach,
eMAP_NAME_T_Snow_S(0),Stillsnow,
eMAP_NAME_F_Snow_1(2),Path to the Cave of Origin,
eMAP_NAME_F_Snow_1(3),Western Flamesgrace Wilds,
eMAP_NAME_F_Snow_1(4),Northern Flamesgrace Wilds,
eMAP_NAME_F_Snow_2(2),Trail to the Whitewood,
eMAP_NAME_F_Snow_2(3),Road to the Obsidian Parlor,
eMAP_NAME_F_Snow_2(4),Western Stillsnow Wilds,
eMAP_NAME_F_Snow_3(2),Southern Northreach Wilds,
eMAP_NAME_D_Snow_1(2),Cave of Origin,
eMAP_NAME_D_Snow_1(3),Hoarfrost Grotto,
eMAP_NAME_D_Snow_2(2),The Whitewood,
eMAP_NAME_D_Snow_2_2_A(0),Secret Path,
eMAP_NAME_D_Snow_2_2_B(0),Obsidian Parlor,
eMAP_NAME_D_Snow_2(4),Tomb of the Imperator,
eMAP_NAME_D_Snow_2_Job(0),Shrine of the Flamebearer,
eMAP_NAME_D_Snow_3(2),Lorn Cathedral: Cellars,
eMAP_NAME_D_Snow_3(3),Maw of the Ice Dragon,
eMAP_NAME_T_Plain_L(0),Atlasdam,
eMAP_NAME_T_Plain_M(0),Noblecourt,
eMAP_NAME_T_Plain_S(0),Wispermill,
eMAP_NAME_F_Plain_1(2),East Atlasdam Flats,
eMAP_NAME_F_Plain_1(3),North Atlasdam Flats,
eMAP_NAME_F_Plain_2(2),Western Noblecourt Flats,
eMAP_NAME_F_Plain_3(2),Western Wispermill Flats,
eMAP_NAME_D_Plain_1(2),Subterranean Study,
eMAP_NAME_D_Plain_1(3),The Whistlewood,
eMAP_NAME_D_Plain_2(2),Orlick's Manse,
eMAP_NAME_D_Plain_2(3),Obsidian Manse,
eMAP_NAME_D_Plain_2(4),The Hollow Throne,
eMAP_NAME_D_Plain_2_Job(0),Shrine of the Sage,
eMAP_NAME_D_Plain_3(2),Ebony Grotto,
eMAP_NAME_D_Plain_3(3),Forest of Purgation,
eMAP_NAME_D_Plain_3_Job(0),Shrine of the Starseer,
eMAP_NAME_T_Sea_L(0),Grandport,
eMAP_NAME_T_Sea_M(0),Goldshore,
eMAP_NAME_T_Sea_S(0),Rippletide,
eMAP_NAME_F_Sea_1(2),Path to the Caves of Maiya,
eMAP_NAME_F_Sea_1(3),North Rippletide Coast,
eMAP_NAME_F_Sea_1(4),East Rippletide Coast,
eMAP_NAME_F_Sea_2(2),Road to the Seaside Grotto,
eMAP_NAME_F_Sea_2(3),Road to the Caves of Azure,
eMAP_NAME_F_Sea_2(4),West Goldshore Coast,
eMAP_NAME_F_Sea_2(5),Moonstruck Coast,
eMAP_NAME_F_Sea_3(2),West Grandport Coast,
eMAP_NAME_D_Sea_1(2),Caves of Maiya,
eMAP_NAME_D_Sea_1(3),Undertow Cove,
eMAP_NAME_D_Sea_2(2),Seaside Grotto,
eMAP_NAME_D_Sea_2(3),Caves of Azure,
eMAP_NAME_D_Sea_2(4),Captains' Bane,
eMAP_NAME_D_Sea_2_Job(0),Shrine of the Trader,
eMAP_NAME_D_Sea_3(2),Grandport Sewers,
eMAP_NAME_D_Sea_3(3),Loch of the Lost King,
